id,homonym,judge_meaning,suprisal_GPT2_large,average,sentence,modified_sentence
562,storm,a direct and violent assault on a stronghold,3.680995225906372,2.6,He didn't feel the same after the storm.,He didn't feel the same after the [a direct and violent assault on a stronghold] storm.
563,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,3.719841957092285,4.6,He didn't feel the same after the storm.,He didn't feel the same after the [a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning] storm.
564,focus,the concentration of attention or energy on something,3.478797674179077,3.4,Shelia was using a camera but found it hard to focus.,Shelia was using a camera but found it hard to [the concentration of attention or energy on something] focus.
565,focus,maximum clarity or distinctness of an image rendered by an optical system,3.4413204193115234,3.0,Shelia was using a camera but found it hard to focus.,Shelia was using a camera but found it hard to [maximum clarity or distinctness of an image rendered by an optical system] focus.
566,focus,the concentration of attention or energy on something,3.455044984817505,2.6,Shelia was using a camera but found it hard to focus.,Shelia was using a camera but found it hard to [the concentration of attention or energy on something] focus.
567,focus,maximum clarity or distinctness of an image rendered by an optical system,3.41408634185791,4.6,Shelia was using a camera but found it hard to focus.,Shelia was using a camera but found it hard to [maximum clarity or distinctness of an image rendered by an optical system] focus.
568,focus,the concentration of attention or energy on something,3.667083978652954,3.2,Shelia was using a camera but found it hard to focus.,Shelia was using a camera but found it hard to [the concentration of attention or energy on something] focus.
569,focus,maximum clarity or distinctness of an image rendered by an optical system,3.6018166542053223,4.4,Shelia was using a camera but found it hard to focus.,Shelia was using a camera but found it hard to [maximum clarity or distinctness of an image rendered by an optical system] focus.
570,focus,the concentration of attention or energy on something,3.237542152404785,3.8,Her focus was evident in the sharpness of the final photograph.,Her [the concentration of attention or energy on something] focus was evident in the sharpness of the final photograph.
571,focus,maximum clarity or distinctness of an image rendered by an optical system,3.3232004642486572,4.4,Her focus was evident in the sharpness of the final photograph.,Her [maximum clarity or distinctness of an image rendered by an optical system] focus was evident in the sharpness of the final photograph.
572,focus,the concentration of attention or energy on something,3.2106239795684814,4.4,Her focus was evident in the sharpness of the final photograph.,Her [the concentration of attention or energy on something] focus was evident in the sharpness of the final photograph.
573,focus,maximum clarity or distinctness of an image rendered by an optical system,3.2620458602905273,2.8,Her focus was evident in the sharpness of the final photograph.,Her [maximum clarity or distinctness of an image rendered by an optical system] focus was evident in the sharpness of the final photograph.
574,focus,the concentration of attention or energy on something,3.392071485519409,4.6,Her focus was evident in the sharpness of the final photograph.,Her [the concentration of attention or energy on something] focus was evident in the sharpness of the final photograph.
575,focus,maximum clarity or distinctness of an image rendered by an optical system,3.4803566932678223,3.2,Her focus was evident in the sharpness of the final photograph.,Her [maximum clarity or distinctness of an image rendered by an optical system] focus was evident in the sharpness of the final photograph.
576,focus,the concentration of attention or energy on something,3.226332902908325,3.4,Jimmy adjusted his focus when Shirley walked into the meeting room.,Jimmy adjusted his [the concentration of attention or energy on something] focus when Shirley walked into the meeting room.
577,focus,maximum clarity or distinctness of an image rendered by an optical system,3.3562629222869873,2.2,Jimmy adjusted his focus when Shirley walked into the meeting room.,Jimmy adjusted his [maximum clarity or distinctness of an image rendered by an optical system] focus when Shirley walked into the meeting room.
578,focus,the concentration of attention or energy on something,3.4007909297943115,4.2,Jimmy adjusted his focus when Shirley walked into the meeting room.,Jimmy adjusted his [the concentration of attention or energy on something] focus when Shirley walked into the meeting room.
579,focus,maximum clarity or distinctness of an image rendered by an optical system,3.486330032348633,2.6,Jimmy adjusted his focus when Shirley walked into the meeting room.,Jimmy adjusted his [maximum clarity or distinctness of an image rendered by an optical system] focus when Shirley walked into the meeting room.
580,focus,the concentration of attention or energy on something,3.424187660217285,4.6,Jimmy adjusted his focus when Shirley walked into the meeting room.,Jimmy adjusted his [the concentration of attention or energy on something] focus when Shirley walked into the meeting room.
581,focus,maximum clarity or distinctness of an image rendered by an optical system,3.5399742126464844,3.0,Jimmy adjusted his focus when Shirley walked into the meeting room.,Jimmy adjusted his [maximum clarity or distinctness of an image rendered by an optical system] focus when Shirley walked into the meeting room.
582,kicking,"express complaints, discontent, displeasure, or unhappiness",3.4833602905273438,3.2,Jane was left kicking at the park.,Jane was left [express complaints] kicking at the park.
583,kicking,strike with the foot,3.358370542526245,3.6,Jane was left kicking at the park.,Jane was left [strike with the foot] kicking at the park.
584,kicking,"express complaints, discontent, displeasure, or unhappiness",3.6138381958007812,1.4,Jane was left kicking at the park.,Jane was left [express complaints] kicking at the park.
